starttime	seconds	ctime	dtime	ttime	wait
Sun Dec 14 18:39:05 2025	1765712345	0	129	129	129
Sun Dec 14 18:39:07 2025	1765712347	1	128	129	128
Sun Dec 14 18:39:08 2025	1765712348	0	129	129	129
Sun Dec 14 18:39:10 2025	1765712350	1	128	129	128
Sun Dec 14 18:39:05 2025	1765712345	0	129	129	129
Sun Dec 14 18:39:05 2025	1765712345	0	129	129	129
Sun Dec 14 18:39:07 2025	1765712347	0	129	129	129
Sun Dec 14 18:39:07 2025	1765712347	0	129	129	129
Sun Dec 14 18:39:05 2025	1765712345	0	129	129	129
Sun Dec 14 18:39:09 2025	1765712349	0	129	129	129
Sun Dec 14 18:39:07 2025	1765712347	0	129	129	129
Sun Dec 14 18:39:06 2025	1765712346	0	129	129	129
Sun Dec 14 18:39:10 2025	1765712350	0	129	129	128
Sun Dec 14 18:39:07 2025	1765712347	1	128	129	128
Sun Dec 14 18:39:09 2025	1765712349	0	129	129	128
Sun Dec 14 18:39:06 2025	1765712346	0	129	129	129
Sun Dec 14 18:39:06 2025	1765712346	0	129	129	129
Sun Dec 14 18:39:08 2025	1765712348	0	129	129	129
Sun Dec 14 18:39:06 2025	1765712346	0	129	129	129
Sun Dec 14 18:39:09 2025	1765712349	0	129	129	129
Sun Dec 14 18:39:07 2025	1765712347	0	129	129	128
Sun Dec 14 18:39:07 2025	1765712347	1	128	129	128
Sun Dec 14 18:39:07 2025	1765712347	0	129	129	129
Sun Dec 14 18:39:07 2025	1765712347	0	129	129	129
Sun Dec 14 18:39:05 2025	1765712345	1	128	129	128
Sun Dec 14 18:39:07 2025	1765712347	0	129	129	129
Sun Dec 14 18:39:08 2025	1765712348	0	129	129	129
Sun Dec 14 18:39:08 2025	1765712348	0	129	129	129
Sun Dec 14 18:39:11 2025	1765712351	0	129	129	129
Sun Dec 14 18:39:11 2025	1765712351	0	129	129	129
Sun Dec 14 18:39:09 2025	1765712349	0	129	129	129
Sun Dec 14 18:39:09 2025	1765712349	0	129	129	129
Sun Dec 14 18:39:08 2025	1765712348	0	129	129	129
Sun Dec 14 18:39:05 2025	1765712345	1	129	129	129
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	129
Sun Dec 14 18:39:10 2025	1765712350	2	128	130	128
Sun Dec 14 18:39:11 2025	1765712351	0	130	130	130
Sun Dec 14 18:39:09 2025	1765712349	1	129	130	129
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	128
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:10 2025	1765712350	0	130	130	130
Sun Dec 14 18:39:10 2025	1765712350	1	129	130	129
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:06 2025	1765712346	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	128
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:09 2025	1765712349	0	130	130	130
Sun Dec 14 18:39:11 2025	1765712351	1	129	130	129
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:07 2025	1765712347	0	130	130	130
Sun Dec 14 18:39:07 2025	1765712347	0	130	130	130
Sun Dec 14 18:39:11 2025	1765712351	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:06 2025	1765712346	0	130	130	130
Sun Dec 14 18:39:06 2025	1765712346	0	130	130	129
Sun Dec 14 18:39:09 2025	1765712349	0	130	130	130
Sun Dec 14 18:39:09 2025	1765712349	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:11 2025	1765712351	0	130	130	130
Sun Dec 14 18:39:11 2025	1765712351	0	130	130	130
Sun Dec 14 18:39:11 2025	1765712351	0	130	130	130
Sun Dec 14 18:39:10 2025	1765712350	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:06 2025	1765712346	0	130	130	129
Sun Dec 14 18:39:06 2025	1765712346	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	1	129	130	129
Sun Dec 14 18:39:11 2025	1765712351	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:06 2025	1765712346	0	130	130	130
Sun Dec 14 18:39:10 2025	1765712350	0	130	130	130
Sun Dec 14 18:39:07 2025	1765712347	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	129
Sun Dec 14 18:39:09 2025	1765712349	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	129
Sun Dec 14 18:39:10 2025	1765712350	0	130	130	130
Sun Dec 14 18:39:06 2025	1765712346	0	130	130	130
Sun Dec 14 18:39:09 2025	1765712349	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:07 2025	1765712347	0	130	130	130
Sun Dec 14 18:39:10 2025	1765712350	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	130	130	129
Sun Dec 14 18:39:06 2025	1765712346	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:08 2025	1765712348	0	130	130	130
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:07 2025	1765712347	0	131	131	131
Sun Dec 14 18:39:09 2025	1765712349	0	131	131	131
Sun Dec 14 18:39:11 2025	1765712351	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	1	130	131	130
Sun Dec 14 18:39:11 2025	1765712351	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:06 2025	1765712346	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	130
Sun Dec 14 18:39:06 2025	1765712346	0	131	131	131
Sun Dec 14 18:39:08 2025	1765712348	0	131	131	130
Sun Dec 14 18:39:09 2025	1765712349	1	130	131	130
Sun Dec 14 18:39:11 2025	1765712351	0	131	131	131
Sun Dec 14 18:39:09 2025	1765712349	0	131	131	131
Sun Dec 14 18:39:09 2025	1765712349	1	130	131	130
Sun Dec 14 18:39:07 2025	1765712347	0	131	131	131
Sun Dec 14 18:39:07 2025	1765712347	0	131	131	131
Sun Dec 14 18:39:10 2025	1765712350	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:09 2025	1765712349	1	130	131	130
Sun Dec 14 18:39:07 2025	1765712347	1	130	131	130
Sun Dec 14 18:39:11 2025	1765712351	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:07 2025	1765712347	0	131	131	131
Sun Dec 14 18:39:08 2025	1765712348	1	130	131	130
Sun Dec 14 18:39:10 2025	1765712350	0	131	131	131
Sun Dec 14 18:39:10 2025	1765712350	0	131	131	131
Sun Dec 14 18:39:09 2025	1765712349	0	131	131	130
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:08 2025	1765712348	0	131	131	130
Sun Dec 14 18:39:07 2025	1765712347	0	131	131	131
Sun Dec 14 18:39:09 2025	1765712349	0	131	131	131
Sun Dec 14 18:39:05 2025	1765712345	0	131	131	131
Sun Dec 14 18:39:09 2025	1765712349	0	131	131	131
Sun Dec 14 18:39:06 2025	1765712346	1	131	132	131
Sun Dec 14 18:39:09 2025	1765712349	0	132	132	132
Sun Dec 14 18:39:07 2025	1765712347	1	131	132	131
Sun Dec 14 18:39:07 2025	1765712347	0	132	132	132
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	132
Sun Dec 14 18:39:07 2025	1765712347	1	131	132	131
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	132
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	1	131	132	131
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	131
Sun Dec 14 18:39:07 2025	1765712347	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	132
Sun Dec 14 18:39:09 2025	1765712349	0	132	132	132
Sun Dec 14 18:39:11 2025	1765712351	0	132	132	131
Sun Dec 14 18:39:07 2025	1765712347	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	132
Sun Dec 14 18:39:07 2025	1765712347	0	132	132	132
Sun Dec 14 18:39:07 2025	1765712347	0	132	132	132
Sun Dec 14 18:39:11 2025	1765712351	0	132	132	132
Sun Dec 14 18:39:11 2025	1765712351	0	132	132	131
Sun Dec 14 18:39:11 2025	1765712351	0	132	132	131
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	132
Sun Dec 14 18:39:06 2025	1765712346	0	132	132	132
Sun Dec 14 18:39:10 2025	1765712350	0	132	132	132
Sun Dec 14 18:39:10 2025	1765712350	0	132	132	132
Sun Dec 14 18:39:10 2025	1765712350	0	132	132	132
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	131
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	132
Sun Dec 14 18:39:07 2025	1765712347	0	132	132	132
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	132
Sun Dec 14 18:39:11 2025	1765712351	0	132	132	131
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	131
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	131
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	132
Sun Dec 14 18:39:06 2025	1765712346	0	132	132	132
Sun Dec 14 18:39:11 2025	1765712351	0	132	132	132
Sun Dec 14 18:39:11 2025	1765712351	0	132	132	132
Sun Dec 14 18:39:06 2025	1765712346	0	132	132	132
Sun Dec 14 18:39:05 2025	1765712345	1	131	132	131
Sun Dec 14 18:39:07 2025	1765712347	0	132	132	132
Sun Dec 14 18:39:10 2025	1765712350	0	132	132	132
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	132
Sun Dec 14 18:39:09 2025	1765712349	0	132	132	132
Sun Dec 14 18:39:09 2025	1765712349	0	132	132	132
Sun Dec 14 18:39:06 2025	1765712346	0	132	132	132
Sun Dec 14 18:39:05 2025	1765712345	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	0	132	132	131
Sun Dec 14 18:39:09 2025	1765712349	0	132	132	132
Sun Dec 14 18:39:08 2025	1765712348	1	131	132	131
Sun Dec 14 18:39:09 2025	1765712349	0	132	132	132
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	1	132	133	132
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	131
Sun Dec 14 18:39:08 2025	1765712348	1	132	133	132
Sun Dec 14 18:39:06 2025	1765712346	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:08 2025	1765712348	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:08 2025	1765712348	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:08 2025	1765712348	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:09 2025	1765712349	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:08 2025	1765712348	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:08 2025	1765712348	0	133	133	133
Sun Dec 14 18:39:06 2025	1765712346	1	133	133	133
Sun Dec 14 18:39:06 2025	1765712346	0	133	133	133
Sun Dec 14 18:39:08 2025	1765712348	0	133	133	133
Sun Dec 14 18:39:08 2025	1765712348	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	133
Sun Dec 14 18:39:10 2025	1765712350	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	132
Sun Dec 14 18:39:06 2025	1765712346	0	133	133	133
Sun Dec 14 18:39:06 2025	1765712346	0	133	133	133
Sun Dec 14 18:39:06 2025	1765712346	0	133	133	133
Sun Dec 14 18:39:06 2025	1765712346	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:07 2025	1765712347	0	133	133	133
Sun Dec 14 18:39:10 2025	1765712350	0	133	133	132
Sun Dec 14 18:39:05 2025	1765712345	0	133	133	133
Sun Dec 14 18:39:11 2025	1765712351	0	133	133	133
Sun Dec 14 18:39:10 2025	1765712350	0	133	133	133
Sun Dec 14 18:39:06 2025	1765712346	0	134	134	134
Sun Dec 14 18:39:06 2025	1765712346	0	134	134	134
Sun Dec 14 18:39:05 2025	1765712345	0	134	134	134
Sun Dec 14 18:39:06 2025	1765712346	0	134	134	134
Sun Dec 14 18:39:06 2025	1765712346	0	134	134	134
Sun Dec 14 18:39:09 2025	1765712349	0	134	134	134
Sun Dec 14 18:39:08 2025	1765712348	0	134	134	134
Sun Dec 14 18:39:06 2025	1765712346	0	134	134	134
Sun Dec 14 18:39:09 2025	1765712349	0	134	134	134
Sun Dec 14 18:39:05 2025	1765712345	0	134	134	134
Sun Dec 14 18:39:05 2025	1765712345	0	134	134	134
Sun Dec 14 18:39:11 2025	1765712351	0	134	134	134
